taxon,intercept,timeT2,timeT3,Aatrex,Clarity,Hand,Powermax,Rsquared,Kingdom,Phylum,Class,Order,Family,Genus,Species
centroid.otu1624,-3.060743575,-0.072885793,0.083192583,-0.0472361,0.094030955,0.054913654,0.049549012,0.011448905,k:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Actinomycetales,f:Microbacteriaceae,NA,NA
centroid.otu1634,-3.189499782,0.11544703,0.071912375,0.108838568,-0.080736854,0.021629195,-0.013547237,0.026066828,k:Bacteria,p:Planctomycetes,c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Planctomyces,NA
centroid.otu1635,-3.130168986,-0.12234823,-0.052040065,0.101516948,-0.019781249,0.133980981,0.126492266,0.043955512,k:Bacteria,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,NA,NA
centroid.otu1639,-3.159587671,0.035394965,0.080187317,0.074592988,0.047296952,-0.017658534,-0.045815847,0.01587254,k:Bacteria,p:Bacteroidetes,c:[Saprospirae],o:[Saprospirales],f:Chitinophagaceae,NA,NA
centroid.otu1648,-3.123486145,0.004361711,-0.12149718,0.020886172,0.326270243,0.033081322,0.126987524,0.044088821,k:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Actinomycetales,f:Promicromonosporaceae,g:Cellulosimicrobium,NA
centroid.otu1649,-3.087008224,-0.334994139,-0.221940441,0.239445177,0.494218648,0.705113081,0.103461512,0.082892725,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:Myxococcaceae,g:Myxococcus,NA
centroid.otu166,-2.65065105,0.018342557,0.069903587,-0.095809318,-0.198091121,-0.103080842,-0.033244427,0.040835416,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Kaistobacter,NA
centroid.otu1662,-3.034272166,0.069800164,0.053849355,-0.145557532,-0.157110531,-0.202225516,-0.06751874,0.021186997,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Rhodobiaceae,g:Afifella,NA
centroid.otu1669,-3.219096009,-0.047224609,0.022410343,0.091433857,0.233741169,0.220867973,0.09182391,0.035872089,k:Bacteria,p:Actinobacteria,c:Acidimicrobiia,o:Acidimicrobiales,NA,NA,NA
centroid.otu167,-2.723278213,-0.075378724,-0.107820657,0.140847885,-0.007499341,0.093607576,0.034478283,0.048650062,k:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:MND1,NA,NA,NA
centroid.otu1675,-3.197379722,-0.004085883,0.036142126,0.037061349,0.099981148,-0.010298858,0.009322002,0.014297486,k:Bacteria,p:Bacteroidetes,c:[Rhodothermi],o:[Rhodothermales],f:Rhodothermaceae,g:Rubricoccus,NA
centroid.otu1679,-2.888731949,-0.011295884,0.046145388,-0.090039558,-0.248671261,-0.411313407,-0.180890416,0.035054514,k:Bacteria,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Sphingobacteriaceae,g:Pedobacter,NA
centroid.otu1686,-3.202284761,0.09663691,0.050144876,0.029469923,-0.031436936,-0.029175828,0.045153705,0.018233036,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Kaistobacter,NA
centroid.otu1688,-2.800963167,-0.275606233,-0.26759996,-0.376149614,0.303518834,0.289759156,0.049214412,0.046122003,k:Bacteria,p:Proteobacteria,c:Betaproteobacteria,NA,NA,NA,NA
centroid.otu1694,-3.147484293,0.036445256,-0.010159992,0.104372181,-0.156853018,-0.079470884,-0.095988482,0.075015725,k:Bacteria,p:Planctomycetes,c:Planctomycetia,o:Gemmatales,f:Gemmataceae,g:Gemmata,NA
centroid.otu170,-2.60589863,0.023450263,0.013002776,-0.102170541,-0.222824808,-0.127698184,-0.017322671,0.050886684,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Sinobacteraceae,NA,NA
centroid.otu1710,-3.196978391,0.112178718,0.089957195,-0.115810851,-0.094933577,-0.132734361,-0.039162711,0.03351311,k:Bacteria,p:Verrucomicrobia,c:[Pedosphaerae],o:[Pedosphaerales],f:Ellin517,NA,NA
centroid.otu1724,-3.067220177,-0.017908128,-0.120906137,-0.030357746,0.054697051,-0.016133578,-0.062268424,0.017998273,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,NA,NA,NA
centroid.otu1728,-3.224033207,-0.04701302,-0.041595467,0.032671606,0.078651955,0.074739635,0.05628781,0.01421297,k:Bacteria,p:Gemmatimonadetes,c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:Gemmatimonas,NA
centroid.otu1737,-3.008681309,-0.065528992,0.037452143,-0.170395887,-0.1882186,-0.188615766,-0.224041042,0.040773946,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:NB1-j,NA,NA,NA
centroid.otu1747,-3.163591843,-0.004761894,-0.031250369,-0.043347763,-0.02106721,0.086012711,0.065025262,0.026135137,k:Bacteria,p:Chloroflexi,c:Gitt-GS-136,NA,NA,NA,NA
centroid.otu1757,-3.221478866,0.041298772,0.0107606,0.132995472,-0.034540767,0.089119354,0.132696876,0.019655497,k:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Actinomycetales,f:Propionibacteriaceae,g:Microlunatus,NA
centroid.otu177,-2.661215759,0.005065383,-0.099240041,0.031673613,-0.046401783,0.139788485,0.102414071,0.049579865,k:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Actinomycetales,f:Propionibacteriaceae,NA,NA
centroid.otu179,-2.763507247,-0.154551493,0.064233156,-0.087975601,0.050955955,0.203642908,-0.061892595,0.128324506,k:Bacteria,p:Acidobacteria,c:Acidobacteria-6,o:iii1-15,NA,NA,NA
centroid.otu1799,-3.122185736,0.027245456,-0.077758846,-0.050624243,0.174181176,0.12988155,0.136419084,0.037129444,k:Bacteria,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,NA,NA
centroid.otu1806,-3.320225781,0.155967027,-0.058575453,0.185771665,0.278955061,0.113072731,0.197370554,0.045668953,k:Bacteria,p:Chloroflexi,c:Ellin6529,NA,NA,NA,NA
centroid.otu181,-2.732328077,0.121910244,0.068117092,0.003648737,-0.162434998,-0.172324008,-0.037993943,0.063519572,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,NA,NA
centroid.otu1813,-3.133311692,0.080618304,-0.033607881,-0.016695822,0.040245281,-0.03748535,-0.048991436,0.011952744,k:Bacteria,p:Planctomycetes,c:Planctomycetia,o:Gemmatales,f:Gemmataceae,g:Gemmata,NA
centroid.otu1814,-3.20706221,0.02054234,0.031847578,0.078759397,0.139462012,0.058549352,0.013951009,0.015580436,k:Bacteria,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,NA,NA
centroid.otu182,-2.766952056,-0.10737371,-0.087037025,0.244390846,0.156309876,0.081637487,0.145381505,0.067140785,k:Bacteria,p:Acidobacteria,c:Acidobacteria-6,o:iii1-15,f:mb2424,NA,NA
centroid.otu184,-2.680250744,0.088642396,0.024440707,-0.17410541,-0.165470395,0.000107324,-0.164608219,0.080514395,k:Bacteria,p:Actinobacteria,c:Thermoleophilia,o:Gaiellales,f:Gaiellaceae,NA,NA
centroid.otu1848,-3.191204502,-0.047475687,0.000288401,0.110718505,0.308929388,-0.00119933,-0.048531411,0.065382627,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,NA,NA,NA
centroid.otu1857,-3.26034026,0.073615987,0.007327422,0.049397891,0.103683036,0.037267452,-0.050204391,0.033870771,k:Bacteria,p:Actinobacteria,c:Acidimicrobiia,o:Acidimicrobiales,f:C111,NA,NA
centroid.otu1873,-3.103516364,-0.092824045,-0.1369047,0.007248283,-0.092545728,0.047709887,-0.013299571,0.027099867,k:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:WD2101,NA,NA,NA
centroid.otu1881,-3.295267062,0.00379509,0.015000791,0.150018117,0.045732927,0.111955508,0.150907784,0.038997803,k:Bacteria,p:Acidobacteria,c:Solibacteres,o:Solibacterales,NA,NA,NA
centroid.otu1893,-3.160183902,-0.03782073,-0.053423219,0.177617455,0.152521843,0.108941642,0.068021755,0.019056033,k:Bacteria,p:Chloroflexi,c:Anaerolineae,o:H39,NA,NA,NA
centroid.otu1899,-3.17622335,0.10360361,-0.007066324,0.312235667,-0.099527666,-0.005308465,-0.11881897,0.112631904,k:Bacteria,p:Planctomycetes,c:Planctomycetia,o:Gemmatales,f:Isosphaeraceae,NA,NA
centroid.otu191,-2.759332155,-0.062688881,0.110422406,-0.109542562,0.02049144,-0.023898559,-0.142429734,0.068118359,k:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:WD2101,NA,NA,NA
centroid.otu192,-2.870989609,0.14607081,0.02098627,0.157282835,0.041231999,0.021063482,0.055995001,0.06271619,k:Bacteria,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,NA,NA
centroid.otu1923,-3.396752592,0.136478068,0.120848416,0.086491068,0.061615226,0.089679069,0.189487378,0.040580854,k:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:WD2101,NA,NA,NA
centroid.otu1925,-3.158866894,-0.132865651,-0.081105661,0.153782574,0.079364576,0.071775361,0.052822182,0.028977075,k:Bacteria,p:Nitrospirae,c:Nitrospira,o:Nitrospirales,f:0319-6A21,NA,NA
centroid.otu1938,-3.20155545,-0.013035027,0.044685472,-0.029433183,-0.04716206,0.155521161,0.038904621,0.031454526,k:Bacteria,p:Chloroflexi,c:Thermomicrobia,o:JG30-KF-CM45,NA,NA,NA
centroid.otu194,-2.757757885,-0.169962757,-0.105298141,0.048495107,0.083228403,0.022661986,-0.025064288,0.051859744,k:Bacteria,p:Acidobacteria,c:Acidobacteria-6,o:iii1-15,NA,NA,NA
centroid.otu195,-2.898062187,0.070186116,-0.03290725,-0.02791569,0.117163396,0.136282783,0.094548888,0.058028356,k:Bacteria,p:Acidobacteria,c:Acidobacteria-6,o:iii1-15,NA,NA,NA
centroid.otu196,-2.619842692,0.031447481,-0.028244355,-0.026325787,-0.267076879,-0.108782719,-0.150938445,0.07267039,k:Bacteria,p:Acidobacteria,c:[Chloracidobacteria],o:RB41,f:Ellin6075,NA,NA
centroid.otu1969,-3.088574048,0.009094903,-0.031242113,-0.043888342,-0.117240997,-0.11155527,-0.059542422,0.014291805,k:Bacteria,p:Bacteroidetes,c:[Saprospirae],o:[Saprospirales],f:Chitinophagaceae,NA,NA
centroid.otu1986,-3.130304704,0.093622827,-0.051198074,0.051528914,0.012868061,-0.120873225,-0.114952057,0.047358652,k:Bacteria,p:Gemmatimonadetes,c:Gemmatimonadetes,o:Gemmatimonadales,f:Ellin5301,NA,NA
centroid.otu2021,-3.280110821,0.151935579,0.022013942,0.218550226,0.254773936,-0.107389285,-0.022972999,0.065599811,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Sinobacteraceae,NA,NA
centroid.otu205,-2.723393144,-0.019495053,-0.067177813,-0.092111752,0.01497407,0.045802165,-0.073886192,0.025569272,k:Bacteria,p:Planctomycetes,c:Planctomycetia,o:Gemmatales,f:Gemmataceae,NA,NA
centroid.otu207,-2.869809261,0.055488097,-0.032708677,0.020849561,0.085958565,0.037675777,0.05409962,0.01648723,k:Bacteria,p:Acidobacteria,c:Acidobacteria-6,o:iii1-15,NA,NA,NA
centroid.otu2073,-3.122358362,-0.0704605,-0.171495352,0.060198321,0.120079394,0.133851206,0.063347654,0.04576569,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,NA,NA,NA
centroid.otu2087,-3.289542366,-0.044909636,0.028712246,0.079551436,0.290063695,0.092015598,0.133745405,0.043447163,k:Bacteria,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,NA,NA
centroid.otu211,-2.824449422,0.038709736,0.040702317,-0.067301658,-0.003444244,0.037727779,-0.028095979,0.014822805,k:Bacteria,p:Acidobacteria,c:[Chloracidobacteria],o:11-24,NA,NA,NA
centroid.otu2162,-2.978576113,0.190397853,0.089807295,-0.080106834,-0.138402527,0.002191812,-0.377834506,0.029814856,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,NA,NA,NA
centroid.otu218,-2.88285064,0.041772614,0.049019656,-0.019612763,0.177649197,0.088777423,0.059579699,0.037768182,k:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:WD2101,NA,NA,NA
centroid.otu221,-2.737797103,-0.096746281,-0.055053794,-0.034050463,0.040476763,-0.123885104,-0.178974093,0.065496892,k:Bacteria,p:Planctomycetes,c:Planctomycetia,o:Pirellulales,f:Pirellulaceae,NA,NA
centroid.otu223,-2.74420386,-0.010296545,-0.032893809,-0.082450944,-0.046965405,0.079875052,0.089131779,0.03799433,k:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Actinomycetales,f:Nocardioidaceae,NA,NA
centroid.otu224,-2.793788266,-0.038117539,-0.002350226,0.05797737,0.025337112,-0.033047928,-0.068434611,0.018008023,k:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:WD2101,NA,NA,NA
centroid.otu227,-3.004182947,0.136200538,0.005699782,0.173501384,0.127014022,0.27673723,0.074791618,0.102752967,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,NA,NA,NA
centroid.otu248,-2.81461519,0.022049491,0.097236873,-0.02864728,0.000255596,-0.101680779,-0.023809885,0.026834542,k:Bacteria,p:Verrucomicrobia,c:[Spartobacteria],o:[Chthoniobacterales],f:[Chthoniobacteraceae],NA,NA
centroid.otu249,-2.814176005,0.040405959,0.038565383,0.068114197,-0.120272847,-0.020109826,-0.061899077,0.034181538,k:Bacteria,p:Actinobacteria,c:Acidimicrobiia,o:Acidimicrobiales,f:C111,NA,NA
centroid.otu253,-2.856853269,0.050545157,-0.074037446,0.009560189,-0.036888104,0.021373195,-0.083557198,0.028760703,k:Bacteria,p:Acidobacteria,c:Acidobacteria-6,o:iii1-15,f:mb2424,NA,NA
centroid.otu258,-2.913469037,0.113355414,0.049522377,0.105740381,0.10433002,0.075154545,0.059809977,0.033783724,k:Bacteria,p:Armatimonadetes,c:0319-6E2,NA,NA,NA,NA
centroid.otu26,-2.297818377,0.070189031,0.013517682,0.028931704,0.159265598,0.070791493,0.017543658,0.051579412,k:Bacteria,p:Acidobacteria,c:Acidobacteria-6,o:iii1-15,NA,NA,NA
centroid.otu267,-2.831237672,-0.057613341,-0.100819399,0.006015432,0.048942476,-0.032806979,0.005518314,0.01631423,k:Bacteria,p:Acidobacteria,c:Acidobacteria-6,o:iii1-15,NA,NA,NA
centroid.otu269,-2.944709925,-0.035041166,0.05353024,0.099244366,0.199267405,0.083016931,0.046997389,0.047632665,k:Bacteria,p:Planctomycetes,c:Planctomycetia,o:Gemmatales,f:Isosphaeraceae,NA,NA
centroid.otu274,-2.779256679,-0.046222802,-0.097767743,-0.047275725,-0.011083347,0.007817467,-0.09012135,0.019540771,k:Bacteria,p:Acidobacteria,c:Acidobacteria-6,o:iii1-15,f:RB40,NA,NA
centroid.otu277,-2.991910658,-0.01892625,0.033497968,0.090435174,0.180258108,0.115563251,0.115627654,0.033098547,k:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:WD2101,NA,NA,NA
centroid.otu278,-2.852915868,-0.067072039,-0.078783911,-0.079742235,0.040977887,-0.004773363,-0.008960506,0.026487474,k:Bacteria,p:Acidobacteria,c:Acidobacteria-6,o:iii1-15,f:RB40,NA,NA
centroid.otu280,-2.825139126,0.076525028,0.05359305,-0.095366185,-0.094653485,-0.02537964,-0.025728394,0.021834333,k:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:SC-I-84,NA,NA,NA
centroid.otu283,-2.787604586,0.014451158,-0.035406945,-0.095350488,-0.042055918,-0.098775251,-0.201765007,0.042356802,k:Bacteria,p:Acidobacteria,c:Acidobacteria-6,o:iii1-15,NA,NA,NA
centroid.otu289,-2.810283581,0.009057745,0.081094408,-0.105205902,-0.069372021,-0.145481387,-0.012278655,0.035633446,k:Bacteria,p:WS2,c:SHA-109,NA,NA,NA,NA
centroid.otu298,-2.910382239,0.053289443,0.060814096,0.05146127,0.009945808,0.013198683,0.041151317,0.008250246,k:Bacteria,p:Chloroflexi,c:Anaerolineae,o:SBR1031,f:A4b,NA,NA
centroid.otu302,-2.861577575,-0.072486046,-0.016932028,-0.011727835,-0.054425532,0.056560488,-0.010442627,0.018947901,k:Bacteria,p:Acidobacteria,c:Acidobacteria-6,o:iii1-15,NA,NA,NA
centroid.otu307,-2.658191951,-0.140723453,0.026405687,-0.138067749,-0.141735805,-0.251354165,-0.149798998,0.083904006,k:Bacteria,p:Acidobacteria,c:Acidobacteria-6,o:iii1-15,NA,NA,NA
centroid.otu308,-2.87936116,-0.03895088,0.049703114,-0.069310129,-0.11098398,0.082075391,-0.094435808,0.056136848,k:Bacteria,p:Acidobacteria,c:Acidobacteria-6,o:iii1-15,NA,NA,NA
centroid.otu314,-2.878688573,-0.024163585,-0.10965607,0.05475275,0.054000902,-0.039257802,-0.009625106,0.019693691,k:Bacteria,p:Acidobacteria,c:Acidobacteria-6,o:iii1-15,f:RB40,NA,NA
centroid.otu315,-2.816788455,-0.139525675,-0.171477143,-0.061611022,0.095754511,0.146459291,0.051332111,0.074803797,k:Bacteria,p:Planctomycetes,c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Planctomyces,NA
centroid.otu321,-2.944317426,-0.004583716,-0.0549218,0.078587624,0.13615042,0.010478662,0.16994256,0.04528989,k:Bacteria,p:Chloroflexi,c:TK10,o:AKYG885,f:Dolo_23,NA,NA
centroid.otu325,-2.864512891,0.038868465,-0.008607945,-0.038315871,0.017985329,0.115729367,0.072025758,0.020307326,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:Nannocystaceae,g:Nannocystis,NA
centroid.otu329,-2.893861928,-0.050474442,-0.115819923,0.073416762,0.077064036,-0.014193709,-0.024870289,0.030429834,k:Bacteria,p:Planctomycetes,c:Planctomycetia,o:Gemmatales,f:Gemmataceae,NA,NA
centroid.otu331,-2.951723967,0.040425852,0.054162236,-0.069834437,-0.023115998,0.028338926,-0.101508342,0.02046865,k:Bacteria,p:Planctomycetes,c:Planctomycetia,o:Pirellulales,f:Pirellulaceae,NA,NA
centroid.otu343,-2.806738921,0.040903619,-0.085641899,-0.020954081,-0.008670323,-0.011478383,-0.101701807,0.03013816,k:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Actinomycetales,f:Nocardioidaceae,NA,NA
centroid.otu346,-2.845492256,-0.024204593,-0.02790065,0.207758643,-0.064058669,-0.066238507,-0.030364951,0.069652465,k:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Actinomycetales,f:Streptomycetaceae,g:Streptomyces,NA
centroid.otu353,-2.879158846,0.033960448,0.037021952,0.05669775,-0.175128705,-0.022050843,-0.109859748,0.054151482,k:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Actinomycetales,f:Pseudonocardiaceae,g:Pseudonocardia,NA
centroid.otu361,-2.849203697,-0.049123093,-0.162659016,0.013398104,0.037111027,0.078833113,0.00035506,0.045441318,k:Bacteria,p:Acidobacteria,c:Acidobacteria-6,o:iii1-15,NA,NA,NA
centroid.otu366,-2.920052625,-0.049880148,0.015342824,-0.011935818,0.19503495,0.048406766,0.074040138,0.050135875,k:Bacteria,p:Planctomycetes,c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Planctomyces,NA
centroid.otu370,-2.916222408,0.008723934,0.013775471,0.044309965,-0.089461954,-0.016761126,-0.05519984,0.018784718,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Lysobacter,NA
centroid.otu374,-2.998063669,0.09197317,0.137136911,-0.053979697,0.036558754,0.016620855,-0.002091921,0.035028814,k:Bacteria,p:Planctomycetes,c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Planctomyces,NA
centroid.otu385,-2.880431484,0.097762985,0.008075981,-0.015715429,-0.134817911,-0.173260891,-0.02115494,0.051140728,k:Bacteria,p:Bacteroidetes,c:[Saprospirae],o:[Saprospirales],f:Chitinophagaceae,NA,NA
centroid.otu39,-2.333269015,-0.017917841,-0.006392353,0.14687709,0.124107237,0.173452961,0.092340584,0.035463305,k:Bacteria,p:Chloroflexi,c:Gitt-GS-136,NA,NA,NA,NA
centroid.otu395,-2.867079535,-0.037870739,-0.030446564,0.034443415,-0.004307319,-0.100378939,0.038245912,0.019419633,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Hyphomicrobiaceae,g:Pedomicrobium,NA
centroid.otu4,-1.500196958,0.059933503,0.072803357,0.031264047,-0.076412401,0.010558588,0.012350049,0.042559764,k:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Actinomycetales,f:Geodermatophilaceae,NA,NA
centroid.otu400,-2.940319182,0.040621832,-0.018674108,-0.012532382,-0.126361011,-0.050769363,-0.036275027,0.021115274,k:Bacteria,p:Acidobacteria,c:[Chloracidobacteria],o:DS-100,NA,NA,NA
centroid.otu401,-2.954351785,0.077165422,0.037188989,0.019579223,-0.047677089,0.058890098,-0.020358455,0.020432526,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,NA,NA,NA
centroid.otu403,-3.040504536,0.122693428,0.131389474,0.007331402,-0.031496642,0.056945918,0.074351054,0.040442335,k:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Actinomycetales,f:Micromonosporaceae,NA,NA
centroid.otu416,-2.895538299,-0.028407204,-0.057553583,-0.004086236,-0.07233132,0.044289537,0.238309858,0.082699329,k:Bacteria,p:Gemmatimonadetes,c:Gemmatimonadetes,o:N1423WL,NA,NA,NA
centroid.otu423,-2.867491258,-0.087252183,-0.039408091,-0.063103436,0.043010081,-0.153155168,-0.196456106,0.069226951,k:Bacteria,p:WS3,c:PRR-12,o:Sediment-1,NA,NA,NA
centroid.otu427,-3.0567901,0.077988107,0.125750615,0.134355382,0.128884606,0.053875368,0.082079719,0.035364304,k:Bacteria,p:Actinobacteria,c:Acidimicrobiia,o:Acidimicrobiales,f:C111,NA,NA
centroid.otu428,-3.115090378,-0.00870136,0.108989388,-0.005959793,0.240542502,0.051528204,0.052097633,0.104703517,k:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:WD2101,NA,NA,NA
centroid.otu432,-2.972242724,0.010868774,0.0129585,0.051801943,-0.027752799,0.022201827,-0.013033452,0.005931947,k:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:WD2101,NA,NA,NA
centroid.otu435,-2.946435323,-0.022251871,0.091242748,-0.038801255,-0.033582055,-0.036758397,-0.059481485,0.021515648,k:Bacteria,p:Acidobacteria,c:[Chloracidobacteria],NA,NA,NA,NA
centroid.otu439,-2.983392856,-0.073276761,-0.028550735,0.058356018,-0.010541832,-0.058567059,-0.052965607,0.021337045,k:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:WD2101,NA,NA,NA
centroid.otu441,-3.093822695,0.00129521,-0.0233833,0.067665276,0.277305156,-0.084451302,0.202348628,0.136312511,k:Bacteria,p:Planctomycetes,c:Planctomycetia,o:Gemmatales,f:Gemmataceae,g:Gemmata,NA
centroid.otu449,-3.059472297,0.059105667,0.134245813,0.068772746,0.088576033,0.053782048,-0.047747563,0.053346328,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Hyphomicrobiaceae,NA,NA
centroid.otu45,-2.292288088,0.041121156,0.064725859,-0.001963162,-0.141256683,-0.061415437,0.026822699,0.045726011,k:Bacteria,p:Acidobacteria,c:[Chloracidobacteria],o:RB41,NA,NA,NA
centroid.otu450,-2.905012995,-0.001302317,-0.055761071,-0.056642335,-0.112375073,0.090325936,-0.15818814,0.061988605,k:Bacteria,p:Chloroflexi,c:Ellin6529,NA,NA,NA,NA
centroid.otu457,-3.026836194,0.025728397,0.056554075,0.041991568,0.157437755,0.114247823,-0.048426662,0.050274524,k:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Actinomycetales,f:Intrasporangiaceae,NA,NA
centroid.otu459,-3.011741648,-0.054463598,0.014759489,0.042610027,0.085192218,0.028430437,-0.028448111,0.020592395,k:Bacteria,p:Acidobacteria,c:Acidobacteria-6,o:iii1-15,NA,NA,NA
centroid.otu469,-2.871425223,-0.056189469,-0.120380443,-0.028175606,-0.123940659,-0.114006031,0.004240419,0.038968984,k:Bacteria,p:Actinobacteria,c:Acidimicrobiia,o:Acidimicrobiales,NA,NA,NA
centroid.otu471,-2.715285702,-0.163355163,-0.220396672,0.110064515,-0.01448564,-0.076334089,-0.080841871,0.039397377,k:Bacteria,p:Verrucomicrobia,c:Verrucomicrobiae,o:Verrucomicrobiales,f:Verrucomicrobiaceae,g:Luteolibacter,NA
centroid.otu473,-2.939287286,0.056077627,-0.017588568,-0.010088846,-0.100194255,0.053610508,0.038866749,0.033801391,k:Bacteria,p:Acidobacteria,c:[Chloracidobacteria],o:RB41,f:Ellin6075,NA,NA
centroid.otu474,-2.916480624,0.024254399,-0.036314735,-0.033283316,-0.137958769,-0.093762749,-0.087693025,0.025852892,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Bradyrhizobiaceae,NA,NA
centroid.otu483,-3.016028711,0.022692108,-0.050285877,0.066172023,0.072558221,0.006721016,-0.009292554,0.016104755,k:Bacteria,p:Acidobacteria,c:[Chloracidobacteria],o:RB41,f:Ellin6075,NA,NA
centroid.otu488,-3.099655678,-0.067251091,-0.027751314,0.318140061,0.179273015,0.24327762,0.178890753,0.094608449,k:Bacteria,p:Acidobacteria,c:S035,NA,NA,NA,NA
centroid.otu489,-2.904024321,-0.08408747,-0.000465577,-0.001857496,-0.046160756,0.091661268,0.110713938,0.038997574,k:Bacteria,p:Nitrospirae,c:Nitrospira,o:Nitrospirales,f:0319-6A21,NA,NA
centroid.otu49,-2.349174315,0.019111456,-0.022505649,0.078660761,0.016955185,0.007242481,-0.044461485,0.017545683,k:Bacteria,p:Acidobacteria,c:Acidobacteria-6,o:iii1-15,NA,NA,NA
centroid.otu495,-2.942248672,-0.058155369,0.028712822,0.031711886,0.029763757,0.072635918,-0.108026629,0.040084102,k:Bacteria,p:Chloroflexi,NA,NA,NA,NA,NA
centroid.otu497,-2.991425191,-0.018221009,0.020278595,-0.071572018,0.018077169,0.056935847,-0.181246194,0.043863392,k:Bacteria,p:Chloroflexi,c:Thermomicrobia,o:JG30-KF-CM45,NA,NA,NA
centroid.otu498,-2.976727399,-0.063054586,0.041195642,0.081962236,-0.031981803,-0.062561905,-0.138412423,0.068870511,k:Bacteria,p:Proteobacteria,c:Betaproteobacteria,NA,NA,NA,NA
centroid.otu505,-3.067205458,0.012692568,-0.028277355,0.280432644,0.288888614,0.067925142,0.022671729,0.093422702,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Hyphomicrobiaceae,NA,NA
centroid.otu509,-3.000714849,0.009137162,-0.026396145,0.113460234,-0.100985215,0.047915883,-0.023538458,0.051419216,k:Bacteria,p:Acidobacteria,c:[Chloracidobacteria],o:RB41,NA,NA,NA
centroid.otu523,-3.09810157,0.024092725,-0.060287753,0.055293554,0.061392813,0.055856211,-0.006701118,0.021964299,k:Bacteria,p:Acidobacteria,c:Acidobacteria-6,o:iii1-15,NA,NA,NA
